track_key,song,artist,entry_date,exit_date,total_days,peak_position,album_type,total_tracks,is_explicit,duration_ms,avg_popularity,max_popularity,peak_date,days_to_peak,is_still_active,album_size_bucket
como suenan las estrellas || saiko,COMO SUENAN LAS ESTRELLAS,SAIKO,2025-04-28,2025-05-19,22,24,album,16,False,138677,69.31818181818181,73,2025-04-30,2,False,Large Album (13+)
la sevillana || omar montes,LA SEVILLANA,Omar Montes,2025-04-14,2025-05-04,21,3,single,1,False,220346,71.9047619047619,77,2025-04-20,6,False,Single (1)
no te quieren conmigo - remix || gaby music & anuel aa & luar la l,No Te Quieren Conmigo - Remix,Gaby Music & Anuel AA & Luar La L,2025-04-07,2025-04-27,21,17,single,1,False,328226,73.28571428571429,77,2025-04-07,0,False,Single (1)
zorra || nebulossa,ZORRA,Nebulossa,2025-02-05,2025-05-18,21,8,single,1,True,183577,72.76190476190476,75,2025-02-05,0,False,Single (1)
que te vaya bien || rvfv,Que te vaya bien,Rvfv,2024-05-18,2024-06-07,21,26,single,1,False,204960,77.0,77,2024-05-18,0,False,Single (1)
i like the way you kiss me || artemas,i like the way you kiss me,Artemas,2025-04-04,2025-05-02,21,19,single,1,False,142514,97.85714285714286,100,2025-04-18,14,False,Single (1)
passoa || jhayco,Passoa,JHAYCO,2025-09-08,2025-09-27,20,27,album,29,False,309280,66.0,70,2025-09-08,0,False,Large Album (13+)
ferxxo 151 || feid,FERXXO 151,Feid,2024-09-30,2024-11-06,20,17,album,15,False,195320,63.2,74,2024-09-30,0,False,Large Album (13+)
corleone || saiko,CORLEONE,Saiko,2024-12-24,2025-01-15,20,21,album,7,False,192000,60.35,69,2024-12-24,0,False,Album (6-12)
haz lo que quieras conmigo || walls,haz lo que quieras conmigo,Walls,2025-09-22,2025-10-19,20,33,single,1,False,208603,65.8,68,2025-09-22,0,False,Single (1)
sangre y fe || cruz cafuné,Sangre y Fe,Cruz Cafuné,2024-05-28,2024-06-16,20,6,album,23,True,231500,71.45,74,2024-05-28,0,False,Large Album (13+)
all i want for christmas is you || mariah carey,All I Want for Christmas Is You,Mariah Carey,2024-12-03,2025-01-02,20,1,album,10,False,241106,99.0,100,2024-12-25,22,False,Album (6-12)
passoa || jhayco & kapo,Passoa,JHAYCO & Kapo,2025-08-17,2025-09-07,20,19,single,1,False,309280,76.5,79,2025-08-26,9,False,Single (1)
0 confianza || rvfv,0 CONFIANZA,Rvfv,2025-06-02,2025-06-23,20,23,album,20,False,217500,57.55,62,2025-06-07,5,False,Large Album (13+)
pasiempre || tainy,PASIEMPRE,Tainy,2024-07-02,2024-07-20,19,21,album,19,True,355795,83.36842105263158,87,2024-07-05,3,False,Large Album (13+)
imperio || duki,Imperio,Duki,2025-11-03,2025-11-23,19,15,album,15,True,168711,72.10526315789474,76,2025-11-09,6,False,Large Album (13+)
57 || karol g & feid & dfzm,57,KAROL G & Feid & DFZM,2025-11-10,2025-11-27,18,8,single,1,True,298130,80.11111111111111,85,2025-11-10,0,True,Single (1)
flowers || miley cyrus,Flowers,Miley Cyrus,2024-05-18,2024-06-06,18,44,album,13,False,200600,91.0,91,2024-05-19,1,False,Large Album (13+)
the emptiness machine || linkin park,The Emptiness Machine,Linkin Park,2025-09-11,2025-10-02,17,30,single,1,True,190427,91.11764705882354,93,2025-09-13,2,False,Single (1)
andando || morad,Andando,Morad,2024-05-18,2024-06-03,17,34,album,19,True,261713,72.6470588235294,76,2024-05-19,1,False,Large Album (13+)
remix exclusivo || feid,REMIX EXCLUSIVO,Feid,2024-05-18,2024-06-04,17,43,single,1,True,206946,87.23529411764706,88,2024-05-20,2,False,Single (1)
la fiesta || pedro capó,La Fiesta,Pedro Capó,2024-05-18,2024-06-27,17,30,album,10,False,201044,74.41176470588235,76,2024-05-20,2,False,Album (6-12)
mirame || blessd & ovy on the drums,Mirame,Blessd & Ovy On The Drums,2025-07-15,2025-07-30,16,13,single,1,True,157453,86.5,88,2025-07-19,4,False,Single (1)
un desperdicio || rels b,Un Desperdicio,Rels B,2025-04-28,2025-05-15,16,29,album,13,False,223783,79.25,83,2025-05-08,10,False,Large Album (13+)
a new star (2 0 2 4) || rels b,a new star (2 0 2 4),Rels B,2025-05-09,2025-05-30,16,32,album,13,True,142235,75.375,76,2025-05-16,7,False,Large Album (13+)
se grita || morad,Se Grita,Morad,2024-07-21,2024-08-05,16,46,album,19,True,259627,84.5,85,2024-07-25,4,False,Large Album (13+)
tattoo || loreen,Tattoo,Loreen,2024-05-18,2024-06-02,16,21,single,1,False,183374,91.4375,93,2024-05-18,0,False,Single (1)
la baby || brytiago,La Baby,Brytiago,2024-11-03,2024-12-02,16,3,single,1,True,161333,70.375,74,2024-11-30,27,False,Single (1)
baby nueva || bad bunny,BABY NUEVA,Bad Bunny,2024-10-14,2024-10-28,15,12,album,22,True,240773,80.86666666666666,90,2024-10-14,0,False,Large Album (13+)
cupido || engel montaz & kuv507 & latinnites music,Cupido,Engel Montaz & Kuv507 & Latinnites Music,2025-04-18,2025-06-05,15,22,single,1,False,215000,76.46666666666667,77,2025-04-23,5,False,Single (1)
cúrame || rauw alejandro,Cúrame,Rauw Alejandro,2025-08-01,2025-08-16,15,41,album,14,True,164705,83.13333333333334,84,2025-08-10,9,False,Large Album (13+)
nadie sabe || bad bunny,NADIE SABE,Bad Bunny,2024-10-14,2024-10-28,15,3,album,22,True,379058,81.4,89,2024-10-14,0,False,Large Album (13+)
enamórate || nicki nicole & bad gyal,Enamórate,Nicki Nicole & Bad Gyal,2024-11-16,2024-12-01,15,31,single,1,False,147785,70.46666666666667,76,2024-11-18,2,False,Single (1)
eroticaaaaaaa || gonzy,EROTICAAAAAAA,Gonzy,2025-10-13,2025-10-31,15,38,album,18,True,169666,58.13333333333333,62,2025-10-25,12,False,Large Album (13+)
ia || clarent & mora,IA,Clarent & Mora,2025-11-13,2025-11-27,15,1,single,1,True,240000,79.66666666666667,80,2025-11-13,0,True,Single (1)
whisky || samuel g & oscar el ruso & aissa,Whisky,Samuel G & Oscar el Ruso & Aissa,2025-07-17,2025-07-31,15,30,single,1,False,305265,68.53333333333333,71,2025-07-21,4,False,Single (1)
telefono nuevo || bad bunny,TELEFONO NUEVO,Bad Bunny,2024-10-14,2024-10-28,15,9,album,22,True,354784,80.8,89,2024-10-14,0,False,Large Album (13+)
amanece || anuel aa & haze,Amanece,Anuel AA & Haze,2024-05-25,2025-07-06,15,47,single,1,False,190004,81.46666666666667,85,2024-06-23,29,False,Single (1)
omega (feat. ralphie choo) || rosalía,Omega (feat. Ralphie Choo),ROSALÍA,2025-09-27,2025-10-10,14,3,single,1,False,169500,70.5,73,2025-09-27,0,False,Single (1)
new woman (feat. rosalía) || lisa & rosalía,New Woman (feat. ROSALÍA),LISA & ROSALÍA,2025-08-17,2025-08-30,14,15,single,1,False,179789,80.85714285714286,91,2025-08-17,0,False,Single (1)
apaga el cel || floyymenor,APAGA EL CEL,FloyyMenor,2025-08-10,2025-09-04,14,22,album,7,True,184806,59.142857142857146,72,2025-08-10,0,False,Album (6-12)
capri sun || b10 & kilvertz,Capri Sun,B10 & Kilvertz,2025-07-31,2025-08-14,14,34,single,1,False,168727,66.28571428571429,70,2025-08-05,5,False,Single (1)
media luna || mora,MEDIA LUNA,Mora,2024-08-30,2024-09-21,14,5,album,15,False,134948,73.85714285714286,81,2024-08-30,0,False,Large Album (13+)
conexión || cano,Conexión,Cano,2025-10-27,2025-11-14,14,27,album,10,False,188160,51.71428571428572,58,2025-10-27,0,False,Album (6-12)
baby hello || rauw alejandro & bizarrap,BABY HELLO,Rauw Alejandro & Bizarrap,2024-06-25,2024-07-08,14,2,single,1,True,222461,83.57142857142857,89,2024-06-28,3,False,Single (1)
k-pop || travis scott & bad bunny & the weeknd,K-POP,Travis Scott & Bad Bunny & The Weeknd,2024-07-23,2024-08-05,14,21,single,1,True,185220,79.57142857142857,93,2024-07-23,0,False,Single (1)
es un secreto || plan b,Es un Secreto,Plan B,2025-06-22,2025-07-04,13,37,album,15,False,192120,82.3076923076923,84,2025-06-30,8,False,Large Album (13+)
hay lupita || megan koffe,Hay Lupita,Megan Koffe,2025-06-28,2025-07-10,13,30,single,1,True,108855,60.69230769230769,64,2025-07-08,10,False,Single (1)
xxx_rosario_xxx || saiko,Xxx_Rosario_xxX,Saiko,2024-12-24,2025-01-05,13,23,album,7,True,188936,66.23076923076923,71,2024-12-24,0,False,Album (6-12)
"vvs switch (feat. hades66, luar la l & cdobleta) - remix || pressure 9x19 & anuel aa & yovngchimi","VVS Switch (feat. Hades66, Luar La L & CDobleta) - Remix",Pressure 9X19 & Anuel AA & YOVNGCHIMI,2025-03-17,2025-03-30,13,13,single,1,True,555071,75.53846153846153,79,2025-03-17,0,False,Single (1)
bandidona || saiko,Bandidona,Saiko,2024-10-29,2024-11-10,13,20,single,1,False,160941,68.61538461538461,74,2024-10-29,0,False,Single (1)
imagínate || danny ocean & kapo,Imagínate,Danny Ocean & Kapo,2025-11-15,2025-11-27,13,15,single,1,True,170365,74.61538461538461,78,2025-11-23,8,True,Single (1)
gran día || mau y ricky & guaynaa,Gran Día,Mau y Ricky & Guaynaa,2025-05-16,2025-06-01,13,17,single,1,False,193840,67.84615384615384,72,2025-05-31,15,False,Single (1)
tacos gucci || anuel aa,Tacos Gucci,Anuel AA,2025-02-18,2025-03-05,13,19,single,1,True,207157,79.53846153846153,84,2025-02-22,4,False,Single (1)
gangster (pqfnedg) || ovy on the drums & quevedo & yandel,GANGSTER (PQFNEDG),Ovy On The Drums & Quevedo & Yandel,2024-10-21,2024-11-01,12,15,single,1,True,215470,65.41666666666667,78,2024-10-21,0,False,Single (1)
número telefónico || saiko,NÚMERO TELEFÓNICO,SAIKO,2025-04-28,2025-05-09,12,14,album,16,True,190000,68.91666666666667,72,2025-04-28,0,False,Large Album (13+)
doblexxó || j balvin,Doblexxó,J Balvin,2025-08-10,2025-08-23,12,33,album,15,True,176720,63.75,74,2025-08-10,0,False,Large Album (13+)
el condenao || lola indigo,EL CONDENAO,Lola Indigo,2024-12-17,2025-01-04,12,35,album,7,False,144829,60.333333333333336,64,2024-12-22,5,False,Album (6-12)
lunch || billie eilish,LUNCH,Billie Eilish,2025-05-19,2025-05-30,12,20,album,10,False,179586,89.33333333333333,95,2025-05-25,6,False,Album (6-12)
luna || saiko,LUNA,SAIKO,2025-04-28,2025-05-09,12,9,album,16,False,240923,67.58333333333333,70,2025-04-28,0,False,Large Album (13+)
polaris - remix || saiko,POLARIS - Remix,SAIKO,2025-04-28,2025-05-09,12,31,album,16,True,288000,61.91666666666666,66,2025-04-29,1,False,Large Album (13+)
besitos bb 2.0 || el perla & omar montes & saiko,Besitos BB 2.0,El Perla & Omar Montes & SAIKO,2025-10-16,2025-10-31,11,9,single,1,True,233693,64.63636363636364,67,2025-10-16,0,False,Single (1)
qué pasaría... || rauw alejandro,Qué Pasaría...,Rauw Alejandro,2025-11-17,2025-11-27,11,1,album,18,True,191018,80.81818181818181,86,2025-11-17,0,True,Large Album (13+)
en to lao || haze & jhayco,En To Lao,Haze & Jhayco,2024-06-15,2024-07-01,11,45,single,1,True,195033,75.0909090909091,79,2024-07-01,16,False,Single (1)
la baby || tainy,LA BABY,Tainy,2024-07-02,2024-07-12,11,25,album,19,False,182857,74.63636363636364,78,2024-07-02,0,False,Large Album (13+)
se fue || rauw alejandro,Se Fue,Rauw Alejandro,2025-11-17,2025-11-27,11,5,album,18,False,240179,76.63636363636364,80,2025-11-17,0,True,Large Album (13+)
"besame (feat. tiago pzk, khea & neo pistea) - remix || bhavi & seven kayne & milo j","BESAME (feat. Tiago PZK, Khea & Neo Pistea) - Remix",Bhavi & Seven Kayne & Milo j,2025-04-24,2025-05-06,11,28,single,1,True,284308,83.0909090909091,85,2025-04-26,2,False,Single (1)
te menti || ozuna & saiko & ovy on the drums,Te Menti,Ozuna & Saiko & Ovy On The Drums,2024-09-19,2024-09-29,11,38,single,1,False,187129,73.18181818181819,77,2024-09-20,1,False,Single (1)
khé? || rauw alejandro,Khé?,Rauw Alejandro,2025-11-17,2025-11-27,11,8,album,18,False,206066,77.27272727272727,83,2025-11-23,6,True,Large Album (13+)
pólvora || mora,PÓLVORA,Mora,2024-08-30,2024-09-09,11,8,album,15,True,185326,71.0,81,2024-08-30,0,False,Large Album (13+)
no estuviste en lo malo || morad,No Estuviste En Lo Malo,Morad,2024-05-18,2024-06-23,11,46,album,19,False,247680,72.0,77,2024-05-31,13,False,Large Album (13+)
100xciento || foreign teck & eladio carrion & de la ghetto,100xCiento,Foreign Teck & Eladio Carrion & De La Ghetto,2025-04-30,2025-05-15,11,13,single,1,True,219682,73.72727272727273,75,2025-05-11,11,False,Single (1)
el jefe || shakira & fuerza regida,El Jefe,Shakira & Fuerza Regida,2024-09-24,2024-10-03,10,31,single,1,True,170297,80.8,85,2024-09-27,3,False,Single (1)
mientras me curo del cora || karol g,MIENTRAS ME CURO DEL CORA,KAROL G,2025-07-24,2025-08-02,10,37,album,17,False,164386,81.7,82,2025-07-28,4,False,Large Album (13+)
rosas || la oreja de van gogh,Rosas,La Oreja de Van Gogh,2025-10-17,2025-10-26,10,30,album,12,False,237026,70.2,81,2025-10-19,2,False,Album (6-12)
memorias || mora,MEMORIAS,Mora,2024-05-18,2024-05-27,10,39,album,15,False,228750,82.0,82,2024-05-23,5,False,Large Album (13+)
las bratz (remix) || aissa & jc reyes & saiko,Las Bratz (Remix),Aissa & JC Reyes & Saiko,2024-05-18,2024-05-27,10,44,single,1,True,444631,76.0,76,2024-05-20,2,False,Single (1)
yo lo soñé || saiko & omar montes,YO LO SOÑÉ,SAIKO & Omar Montes,2025-04-19,2025-04-27,9,2,single,1,False,175456,69.55555555555556,75,2025-04-25,6,False,Single (1)
colmillo || tainy,COLMILLO,Tainy,2024-10-19,2024-11-14,9,18,album,20,True,265999,72.66666666666667,78,2024-11-10,22,False,Large Album (13+)
bailando bachata || chayanne,Bailando Bachata,Chayanne,2025-05-13,2025-06-02,9,45,album,9,False,170809,77.88888888888889,78,2025-06-01,19,False,Album (6-12)
fortnight (feat. post malone) || taylor swift,Fortnight (feat. Post Malone),Taylor Swift,2025-04-21,2025-04-30,9,24,album,16,False,228965,89.77777777777777,94,2025-04-24,3,False,Large Album (13+)
please please please || sabrina carpenter,Please Please Please,Sabrina Carpenter,2025-06-12,2025-06-20,9,33,single,2,True,186365,87.0,91,2025-06-18,6,False,EP (2-5)
4to 23 || aitana,4TO 23,Aitana,2025-07-07,2025-07-16,9,17,single,1,False,168320,65.22222222222223,69,2025-07-07,0,False,Single (1)
sport+ rmx || clarent & myke towers,Sport+ RMX,Clarent & Myke Towers,2025-08-15,2025-08-23,9,47,single,1,True,219813,70.22222222222223,71,2025-08-17,2,False,Single (1)
déjame entrar || rauw alejandro,Déjame Entrar,Rauw Alejandro,2025-07-25,2025-11-23,9,17,single,1,True,254705,72.0,75,2025-11-17,115,False,Single (1)
diablita (feat. yovngchimi) || myke towers,DIABLITA (feat. YOVNGCHIMI),Myke Towers,2025-08-24,2025-09-04,9,34,album,20,True,185960,60.22222222222222,70,2025-08-24,0,False,Large Album (13+)
3 caídas || saiko,3 CAÍDAS,SAIKO,2025-04-28,2025-05-05,8,13,album,16,False,251565,65.75,69,2025-04-28,0,False,Large Album (13+)
58 || jhayco,58,JHAYCO,2025-09-08,2025-09-18,8,35,album,29,False,287586,65.0,68,2025-09-08,0,False,Large Album (13+)
yo tengo un novio || lola indigo,YO TENGO UN NOVIO,Lola Indigo,2024-12-17,2024-12-24,8,18,album,7,False,144424,60.125,63,2024-12-21,4,False,Album (6-12)
mercedes carota || bad bunny,MERCEDES CAROTA,Bad Bunny,2024-10-14,2024-10-21,8,17,album,22,True,202635,71.625,86,2024-10-14,0,False,Large Album (13+)
mr. october || bad bunny,MR. OCTOBER,Bad Bunny,2024-10-14,2024-10-21,8,7,album,22,True,189258,74.375,88,2024-10-14,0,False,Large Album (13+)
que me lleve el aire || luis cortés,Que Me Lleve el Aire,Luis Cortés,2025-10-10,2025-10-17,8,42,single,1,False,170172,67.0,67,2025-10-13,3,False,Single (1)
alegría || tiago pzk,Alegría,Tiago PZK,2025-09-28,2025-10-05,8,8,album,14,False,165054,73.125,74,2025-10-02,4,False,Large Album (13+)
we can't be friends (wait for your love) || ariana grande,we can't be friends (wait for your love),Ariana Grande,2025-03-11,2025-03-20,8,31,album,13,False,228639,88.375,92,2025-03-13,2,False,Large Album (13+)
rockstar 2.0 || duki,RoCKSTAR 2.0,Duki,2024-06-25,2024-07-02,8,16,album,14,True,173729,74.375,78,2024-06-25,0,False,Large Album (13+)
dubai || trueno & beny jr,DUBAI,Trueno & Beny Jr,2024-06-15,2024-06-22,8,47,single,1,False,146000,75.75,77,2024-06-17,2,False,Single (1)
flow violento - remix || yosoyplex & ruven,Flow Violento - Remix,YoSoyPlex & Ruven,2024-05-30,2024-06-20,8,46,single,1,True,166533,75.375,76,2024-06-06,7,False,Single (1)
vida de rock || duki,Vida De Rock,Duki,2025-11-03,2025-11-10,8,34,album,15,True,181503,69.25,73,2025-11-07,4,False,Large Album (13+)
constelación || duki,Constelación,Duki,2025-11-03,2025-11-10,8,26,album,15,False,200631,65.375,70,2025-11-03,0,False,Large Album (13+)
cybertruck || bad bunny,CYBERTRUCK,Bad Bunny,2024-10-14,2024-10-21,8,8,album,22,True,191959,73.75,87,2024-10-14,0,False,Large Album (13+)
chula || jc reyes,CHULA,JC Reyes,2024-12-28,2025-01-20,8,49,single,1,False,152842,71.75,73,2025-01-17,20,False,Single (1)
"natanael cano: bzrp music sessions, vol. 59 || bizarrap & natanael cano","Natanael Cano: Bzrp Music Sessions, Vol. 59",Bizarrap & Natanael Cano,2025-04-06,2025-04-13,8,32,single,1,True,155888,78.125,83,2025-04-07,1,False,Single (1)
cometa halley || saiko,COMETA HALLEY,SAIKO,2025-04-28,2025-05-05,8,24,album,16,True,230549,65.375,69,2025-04-28,0,False,Large Album (13+)
rápido || mora,RÁPIDO,Mora,2024-05-18,2024-05-24,7,41,single,1,True,182857,81.71428571428571,82,2024-05-18,0,False,Single (1)
vente conmigo || feid,VENTE CONMIGO,Feid,2024-08-06,2024-08-12,7,22,single,1,False,186000,77.14285714285714,80,2024-08-06,0,False,Single (1)
bubalu || feid,BUBALU,Feid,2024-09-30,2024-10-06,7,26,album,15,False,228253,49.71428571428572,72,2024-09-30,0,False,Large Album (13+)
houdini || dua lipa,Houdini,Dua Lipa,2024-11-11,2024-11-17,7,23,single,1,False,185917,81.42857142857143,89,2024-11-11,0,False,Single (1)
no pienso llamar || soge culebra & quevedo & garabatto,NO PIENSO LLAMAR,Soge Culebra & Quevedo & GARABATTO,2024-10-07,2024-10-13,7,16,single,1,False,198352,64.14285714285714,72,2024-10-07,0,False,Single (1)
corleone || saiko & yandel,CORLEONE,Saiko & Yandel,2024-12-17,2024-12-23,7,16,single,1,False,192000,66.85714285714286,70,2024-12-21,4,False,Single (1)
mala suerte || lola indigo & dellafuente,MALA SUERTE,Lola Indigo & DELLAFUENTE,2024-09-03,2024-09-09,7,32,single,1,False,215142,65.0,69,2024-09-06,3,False,Single (1)
"yes, and? || ariana grande","yes, and?",Ariana Grande,2025-01-14,2025-01-20,7,30,single,1,True,214994,91.0,94,2025-01-18,4,False,Single (1)
tú con él || rauw alejandro,Tú Con Él,Rauw Alejandro,2025-11-17,2025-11-23,7,12,album,18,False,289131,75.14285714285714,79,2025-11-17,0,False,Large Album (13+)
toy en el mic || bizarrap & milo j,Toy en el Mic,Bizarrap & Milo j,2024-10-07,2024-10-13,7,24,single,5,True,137053,76.0,81,2024-10-10,3,False,EP (2-5)
no soy eterno || bizarrap & milo j,No soy Eterno,Bizarrap & Milo j,2024-10-07,2024-10-13,7,27,single,5,False,151468,75.57142857142857,80,2024-10-10,3,False,EP (2-5)
los pits || bad bunny,LOS PITS,Bad Bunny,2024-10-14,2024-10-20,7,20,album,22,True,250851,70.14285714285714,85,2024-10-14,0,False,Large Album (13+)
apt. || rosé & bruno mars,APT.,ROSÉ & Bruno Mars,2025-10-23,2025-11-01,7,42,single,1,False,169917,92.14285714285714,96,2025-10-30,7,False,Single (1)
acho pr || bad bunny,ACHO PR,Bad Bunny,2024-10-14,2024-10-20,7,15,album,22,True,359647,69.57142857142857,85,2024-10-14,0,False,Large Album (13+)
quickie || dei v,Quickie,Dei V,2025-11-19,2025-11-25,7,31,single,1,True,123673,66.57142857142857,68,2025-11-23,4,False,Single (1)
buscarte lejos || duki,Buscarte Lejos,Duki,2025-11-03,2025-11-09,7,28,album,15,False,194447,68.0,72,2025-11-06,3,False,Large Album (13+)
revolú || rauw alejandro,Revolú,Rauw Alejandro,2025-11-17,2025-11-23,7,10,album,18,True,215511,73.14285714285714,77,2025-11-17,0,False,Large Album (13+)
gracias por nada || bad bunny,GRACIAS POR NADA,Bad Bunny,2024-10-14,2024-10-20,7,11,album,22,True,177450,71.0,86,2024-10-14,0,False,Large Album (13+)
chihiro || billie eilish,CHIHIRO,Billie Eilish,2025-05-19,2025-05-25,7,39,album,10,False,303440,84.71428571428571,92,2025-05-19,0,False,Album (6-12)
taste || sabrina carpenter,Taste,Sabrina Carpenter,2025-08-29,2025-09-03,6,47,album,12,False,157279,89.66666666666667,92,2025-08-31,2,False,Album (6-12)
hoy || valentino merlo & the la planta,Hoy,Valentino Merlo & The La Planta,2025-09-29,2025-10-04,6,13,single,1,False,198495,83.5,84,2025-10-02,3,False,Single (1)
provenza || karol g,PROVENZA,KAROL G,2025-07-25,2025-07-30,6,45,album,17,False,207626,82.16666666666667,83,2025-07-26,1,False,Large Album (13+)
hasta olvidarte || mau y ricky,Hasta Olvidarte,Mau y Ricky,2025-06-03,2025-06-08,6,23,album,15,False,188862,68.83333333333333,71,2025-06-04,1,False,Large Album (13+)
razones || ozuna & anuel aa & mambo kingz,Razones,Ozuna & Anuel AA & Mambo Kingz,2025-06-30,2025-07-05,6,16,single,1,False,222727,67.5,71,2025-06-30,0,False,Single (1)
hermosa casualidad || sen senra & aitana,Hermosa Casualidad,Sen Senra & Aitana,2025-06-02,2025-06-09,6,39,single,1,False,205779,55.833333333333336,61,2025-06-06,4,False,Single (1)
fantasías || mora,FANTASÍAS,Mora,2024-08-30,2024-09-04,6,9,album,15,True,191847,63.333333333333336,78,2024-08-30,0,False,Large Album (13+)
una velita || bad bunny,Una Velita,Bad Bunny,2025-09-22,2025-09-27,6,7,single,1,True,239986,75.83333333333333,78,2025-09-22,0,False,Single (1)
sexesexy || mushkaa,SexeSexy,Mushkaa,2025-03-31,2025-04-13,6,40,album,9,False,232800,52.5,57,2025-03-31,0,False,Album (6-12)
bubalu || feid & rema,BUBALU,Feid & Rema,2024-09-24,2024-09-29,6,21,single,1,False,228253,61.333333333333336,77,2024-09-25,1,False,Single (1)
bendecido || eladio carrion,Bendecido,Eladio Carrion,2025-01-21,2025-01-26,6,7,album,17,True,142736,75.0,78,2025-01-21,0,False,Large Album (13+)
malicia || dellafuente,Malicia,DELLAFUENTE,2025-06-16,2025-06-21,6,29,album,10,False,177500,42.0,50,2025-06-16,0,False,Album (6-12)
ni me conozco || rauw alejandro,Ni Me Conozco,Rauw Alejandro,2025-11-17,2025-11-22,6,26,album,18,True,229787,71.33333333333333,75,2025-11-17,0,False,Large Album (13+)
orgullosa de papá || cano,Orgullosa De Papá,Cano,2025-11-01,2025-11-23,6,45,album,10,False,174174,55.0,59,2025-11-16,15,False,Album (6-12)
dararí || aitana,Dararí,Aitana,2024-09-24,2024-09-29,6,13,album,15,False,170346,62.16666666666666,70,2024-09-24,0,False,Large Album (13+)
cohete || shakira,Cohete,Shakira,2025-03-24,2025-03-30,6,21,album,17,False,172503,60.5,75,2025-03-24,0,False,Large Album (13+)
no me quiero casar || bad bunny,NO ME QUIERO CASAR,Bad Bunny,2024-10-14,2024-10-19,6,22,album,22,True,225654,67.0,84,2024-10-14,0,False,Large Album (13+)
trato de estar bien || duki,Trato De Estar Bien,Duki,2025-11-03,2025-11-09,5,37,album,15,False,213408,65.6,68,2025-11-03,0,False,Large Album (13+)
nana del hilo rojo || saiko,NANA DEL HILO ROJO,SAIKO,2025-04-28,2025-05-02,5,16,album,16,False,163893,65.4,68,2025-04-28,0,False,Large Album (13+)
last christmas - single version || wham!,Last Christmas - Single Version,Wham!,2024-12-23,2024-12-27,5,4,album,16,False,265960,89.0,89,2024-12-25,2,False,Large Album (13+)
vuelve candy b || bad bunny,VUELVE CANDY B,Bad Bunny,2024-10-14,2024-10-18,5,19,album,22,True,266171,63.4,83,2024-10-14,0,False,Large Album (13+)
the code || nemo,The Code,Nemo,2025-05-14,2025-05-18,5,24,single,1,False,180141,79.8,83,2025-05-14,0,False,Single (1)
baticano || bad bunny,BATICANO,Bad Bunny,2024-10-14,2024-10-18,5,23,album,22,True,256000,63.4,83,2024-10-14,0,False,Large Album (13+)
"ride or die, pt. 2 (with villano antillano & tokischa) || sevdaliza & villano antillano & tokischa","Ride Or Die, Pt. 2 (with Villano Antillano & Tokischa)",Sevdaliza & Villano Antillano & Tokischa,2025-04-26,2025-05-12,5,26,single,2,True,158728,83.4,86,2025-04-27,1,False,EP (2-5)
g-wa || zheus,G-WA,ZHEUS,2025-11-21,2025-11-27,5,39,single,1,True,116107,60.0,63,2025-11-23,2,True,Single (1)
romero santo || dellafuente,Romero Santo,DELLAFUENTE,2025-06-16,2025-06-21,5,31,album,10,False,191414,45.4,53,2025-06-16,0,False,Album (6-12)
hey bb || saiko,HEY BB,SAIKO,2025-04-28,2025-05-02,5,26,album,16,False,163701,63.0,65,2025-04-28,0,False,Large Album (13+)
fecha || feid & yandel,Fecha,Feid & Yandel,2025-04-14,2025-04-18,5,39,single,5,True,188600,72.4,76,2025-04-17,3,False,EP (2-5)
europapa || joost,Europapa,Joost,2025-05-14,2025-05-18,5,33,single,2,False,160218,84.2,86,2025-05-15,1,False,EP (2-5)
espresso martini || rauw alejandro,Espresso Martini,Rauw Alejandro,2025-11-17,2025-11-21,5,21,album,18,True,191219,71.2,74,2025-11-17,0,False,Large Album (13+)
don't lie || duki,don't liE,Duki,2024-06-25,2024-06-29,5,44,album,14,False,213892,71.8,75,2024-06-28,3,False,Large Album (13+)
vou 787 || bad bunny,VOU 787,Bad Bunny,2024-10-14,2024-10-18,5,13,album,22,True,123643,65.0,85,2024-10-14,0,False,Large Album (13+)
mal de amores || natos y waor & israel b,Mal de amores,Natos y Waor & Israel B,2025-02-11,2025-02-17,4,29,single,1,False,255071,61.25,64,2025-02-15,4,False,Single (1)
maquillaje - remix || refracted arg,Maquillaje - Remix,refracted arg,2025-04-21,2025-04-24,4,32,album,7,False,207342,33.25,52,2025-04-21,0,False,Album (6-12)
noemú || quevedo,NOEMÚ,Quevedo,2025-11-24,2025-11-27,4,15,album,18,False,206910,64.25,67,2025-11-24,0,True,Large Album (13+)
deportivo || blessd & anuel aa,DEPORTIVO,Blessd & Anuel AA,2025-11-16,2025-11-23,4,35,single,1,True,218701,68.5,73,2025-11-23,7,False,Single (1)
córcega || mora,CÓRCEGA,Mora,2024-08-30,2024-09-02,4,17,album,15,True,189001,54.0,74,2024-08-30,0,False,Large Album (13+)
maquillaje - remix || renn & myke towers & nio garcia,Maquillaje - Remix,Renn & Myke Towers & Nio Garcia,2025-07-10,2025-07-14,4,25,single,1,True,286283,75.75,76,2025-07-14,4,False,Single (1)
gran vía || quevedo,GRAN VÍA,Quevedo,2025-11-24,2025-11-27,4,1,album,18,False,213528,69.5,72,2025-11-24,0,True,Large Album (13+)
rko || eladio carrion,RKO,Eladio Carrion,2025-01-21,2025-01-24,4,20,album,17,True,106666,69.75,73,2025-01-21,0,False,Large Album (13+)
