track_key,song,artist,entry_date,exit_date,total_days,peak_position,album_type,total_tracks,is_explicit,duration_ms,avg_popularity,max_popularity,peak_date,days_to_peak,is_still_active,album_size_bucket
remember me || duki,Remember Me,Duki,2024-07-19,2024-07-22,4,43,album,15,False,170624,61.0,63,2024-07-19,0,False,Large Album (13+)
que asco de todo || quevedo,QUE ASCO DE TODO,Quevedo,2025-11-24,2025-11-27,4,19,album,18,False,190304,63.5,66,2025-11-24,0,True,Large Album (13+)
penas de antaño || bizarrap & milo j,Penas de Antaño,Bizarrap & Milo j,2024-10-09,2024-10-12,4,44,single,5,False,201272,76.5,78,2024-10-10,1,False,EP (2-5)
otra noche || myke towers & darell,OTRA NOCHE,Myke Towers & Darell,2025-08-20,2025-08-23,4,36,single,1,True,224120,66.5,69,2025-08-23,3,False,Single (1)
la raíz d€l mal || cruz cafuné,la raíz d€l mal,Cruz Cafuné,2025-07-21,2025-07-26,4,42,single,6,True,133767,59.0,61,2025-07-21,0,False,Album (6-12)
iguales || quevedo,IGUALES,Quevedo,2025-11-24,2025-11-27,4,3,album,18,False,183316,68.75,71,2025-11-24,0,True,Large Album (13+)
la canción feliz del disco || eladio carrion,La Canción Feliz Del Disco,Eladio Carrion,2025-01-21,2025-01-24,4,13,album,17,True,173524,71.75,75,2025-01-21,0,False,Large Album (13+)
ktm || jhayco & bryant myers & luar la l,KTM,Jhayco & Bryant Myers & Luar La L,2025-03-24,2025-03-28,4,16,single,1,True,366760,51.25,70,2025-03-24,0,False,Single (1)
lokita || mora,LOKITA,Mora,2024-08-30,2024-09-02,4,13,album,15,True,154154,54.5,75,2024-08-30,0,False,Large Album (13+)
te fallé || quevedo,TE FALLÉ,Quevedo,2025-11-24,2025-11-27,4,17,album,18,False,219460,64.25,67,2025-11-24,0,True,Large Album (13+)
mr. moondial || quevedo,MR. MOONDIAL,Quevedo,2025-11-24,2025-11-27,4,5,album,18,False,165762,67.0,70,2025-11-25,1,True,Large Album (13+)
no digas na || feid & yandel,No Digas Na,Feid & Yandel,2025-04-17,2025-04-20,4,48,single,5,False,208386,72.5,74,2025-04-18,1,False,EP (2-5)
chapiadora.com || quevedo,CHAPIADORA.COM,Quevedo,2025-11-24,2025-11-27,4,8,album,18,False,197418,66.0,68,2025-11-24,0,True,Large Album (13+)
los días contados || quevedo,LOS DÍAS CONTADOS,Quevedo,2025-11-24,2025-11-27,4,4,album,18,False,161943,67.5,70,2025-11-24,0,True,Large Album (13+)
dicelo || lianet rivero & lia & gatillo,Dicelo,Lianet Rivero & Lia & Gatillo,2024-10-20,2024-10-23,4,24,single,1,False,153563,58.0,66,2024-10-21,1,False,Single (1)
diamonds || mora,DIAMONDS,Mora,2024-08-30,2024-09-02,4,18,album,15,True,193367,53.75,74,2024-08-30,0,False,Large Album (13+)
shibatto || quevedo,SHIBATTO,Quevedo,2025-11-24,2025-11-27,4,3,album,18,False,138226,67.75,71,2025-11-26,2,True,Large Album (13+)
el chacal || mora,EL CHACAL,Mora,2024-08-30,2024-09-02,4,10,album,15,True,197787,55.25,76,2024-08-30,0,False,Large Album (13+)
perros&gata$ || nicki nicole & saiko,PERROS&GATA$,Nicki Nicole & SAIKO,2025-07-04,2025-07-07,4,45,single,1,False,179612,66.5,68,2025-07-04,0,False,Single (1)
pide || mora,PIDE,Mora,2024-08-30,2024-09-02,4,15,album,15,True,207903,54.5,75,2024-08-30,0,False,Large Album (13+)
por atrás || quevedo,POR ATRÁS,Quevedo,2025-11-24,2025-11-27,4,11,album,18,False,171685,65.5,68,2025-11-24,0,True,Large Album (13+)
qué pecao || manuel turizo,Qué Pecao,Manuel Turizo,2025-11-24,2025-11-27,4,34,album,12,False,230080,49.0,55,2025-11-24,0,True,Album (6-12)
rockin' around the christmas tree || brenda lee,Rockin' Around The Christmas Tree,Brenda Lee,2024-12-24,2024-12-27,4,7,album,12,False,126266,98.0,98,2024-12-25,1,False,Album (6-12)
kassandra || quevedo,KASSANDRA,Quevedo,2025-11-24,2025-11-27,4,2,album,18,False,183172,69.5,72,2025-11-24,0,True,Large Album (13+)
la 125 || quevedo,LA 125,Quevedo,2025-11-24,2025-11-27,4,10,album,18,False,194286,65.0,67,2025-11-24,0,True,Large Album (13+)
el estribillo || quevedo,EL ESTRIBILLO,Quevedo,2025-11-24,2025-11-27,4,16,album,18,False,161444,64.25,67,2025-11-24,0,True,Large Album (13+)
baja pa' acá || rauw alejandro,Baja Pa' Acá,Rauw Alejandro,2025-11-17,2025-11-20,4,22,album,18,True,200000,69.75,72,2025-11-17,0,False,Large Album (13+)
buenas noches || quevedo,BUENAS NOCHES,Quevedo,2025-11-24,2025-11-27,4,18,album,18,False,238883,63.5,66,2025-11-24,0,True,Large Album (13+)
si te pegas || rauw alejandro,SI TE PEGAS,Rauw Alejandro,2024-07-09,2024-07-12,4,30,album,14,True,183652,56.25,77,2024-07-09,0,False,Large Album (13+)
halo || quevedo,HALO,Quevedo,2025-11-24,2025-11-27,4,7,album,18,False,181261,66.5,69,2025-11-24,0,True,Large Album (13+)
amaneció || quevedo,AMANECIÓ,Quevedo,2025-11-24,2025-11-27,4,13,album,18,False,255333,65.5,68,2025-11-24,0,True,Large Album (13+)
2am || sebastian yatra & bad gyal,2AM,Sebastian Yatra & Bad Gyal,2025-11-24,2025-11-27,4,31,single,1,False,196426,60.0,64,2025-11-27,3,True,Single (1)
laguna || mora,LAGUNA,Mora,2024-08-30,2024-09-02,4,11,album,15,True,246593,55.75,76,2024-08-30,0,False,Large Album (13+)
14 febreros || quevedo,14 FEBREROS,Quevedo,2025-11-24,2025-11-27,4,9,album,18,True,172422,65.75,68,2025-11-24,0,True,Large Album (13+)
boreal || saiko,BOREAL,SAIKO,2025-04-28,2025-05-01,4,22,album,16,False,165210,62.5,65,2025-04-28,0,False,Large Album (13+)
t'as peur || aya nakamura,T'as peur,Aya Nakamura,2024-05-18,2024-05-21,4,45,album,15,False,215284,70.0,70,2024-05-18,0,False,Large Album (13+)
mi droga || myke towers,MI DROGA,Myke Towers,2024-05-18,2024-05-20,3,46,album,23,True,163240,80.33333333333333,81,2024-05-18,0,False,Large Album (13+)
let it snow! let it snow! let it snow! || dean martin,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,2024-12-25,2024-12-27,3,15,album,12,False,117146,95.0,95,2024-12-25,0,False,Album (6-12)
sin gato (miau!) || rels b,Sin Gato (MIAU!),Rels B,2024-05-28,2024-06-03,3,45,single,1,False,148800,68.0,74,2024-05-28,0,False,Single (1)
sofi - remix || samueliyo baby & kevin roldan,Sofi - Remix,Samueliyo Baby & KEVIN ROLDAN,2024-12-12,2024-12-14,3,22,single,1,False,171606,68.0,69,2024-12-12,0,False,Single (1)
sleigh ride || the ronettes,Sleigh Ride,The Ronettes,2024-12-25,2024-12-27,3,28,album,15,False,181266,84.0,84,2024-12-25,0,False,Large Album (13+)
brindis || duki,Brindis,Duki,2025-11-03,2025-11-07,3,30,album,15,True,180750,67.0,70,2025-11-03,0,False,Large Album (13+)
feliz navidad || josé feliciano,Feliz Navidad,José Feliciano,2024-12-25,2024-12-27,3,5,album,15,False,182066,88.0,88,2024-12-25,0,False,Large Album (13+)
santa tell me || ariana grande,Santa Tell Me,Ariana Grande,2024-12-25,2024-12-27,3,17,single,1,False,204093,96.0,96,2024-12-25,0,False,Single (1)
la vida sin ti || rels b & lia kali,La Vida Sin Ti,Rels B & Lia Kali,2025-04-25,2025-04-27,3,15,single,1,False,164470,67.0,73,2025-04-25,0,False,Single (1)
vagabundo || sebastian yatra,VAGABUNDO,Sebastian Yatra,2024-09-24,2024-09-26,3,14,album,12,False,215600,26.0,44,2024-09-24,0,False,Album (6-12)
cha cha cha || käärijä,Cha Cha Cha,Käärijä,2024-05-18,2024-05-20,3,37,single,1,False,175161,87.0,88,2024-05-18,0,False,Single (1)
alakran || feid,ALAKRAN,Feid,2024-12-02,2024-12-05,3,24,album,10,False,90613,47.0,73,2024-12-02,0,False,Album (6-12)
aqyne || aitana,AQYNE,Aitana,2024-09-27,2024-09-29,3,40,album,15,False,181426,72.33333333333333,73,2024-09-28,1,False,Large Album (13+)
miamor || aitana,miamor,Aitana,2024-09-24,2024-09-26,3,34,album,15,False,159360,45.66666666666666,55,2024-09-24,0,False,Large Album (13+)
holly jolly christmas || michael bublé,Holly Jolly Christmas,Michael Bublé,2024-12-25,2024-12-27,3,24,album,16,False,119786,83.0,83,2024-12-25,0,False,Large Album (13+)
it's beginning to look a lot like christmas || michael bublé,It's Beginning to Look a Lot like Christmas,Michael Bublé,2024-12-25,2024-12-27,3,16,album,21,False,207199,87.0,87,2024-12-25,0,False,Large Album (13+)
it's the most wonderful time of the year || andy williams,It's the Most Wonderful Time of the Year,Andy Williams,2024-12-25,2024-12-27,3,12,album,12,False,151000,79.0,79,2024-12-25,0,False,Album (6-12)
historias por contar || operación triunfo 2023,Historias Por Contar,Operación Triunfo 2023,2025-02-22,2025-02-24,3,28,single,1,False,192042,57.0,57,2025-02-22,0,False,Single (1)
paz || morad,Paz,Morad,2024-05-18,2024-05-20,3,44,album,19,False,186000,64.66666666666667,66,2024-05-18,0,False,Large Album (13+)
jingle bell rock || bobby helms,Jingle Bell Rock,Bobby Helms,2024-12-25,2024-12-27,3,10,single,2,False,130973,94.0,94,2024-12-25,0,False,EP (2-5)
snowman || sia,Snowman,Sia,2024-12-25,2024-12-27,3,27,album,13,False,165900,94.0,94,2024-12-25,0,False,Large Album (13+)
solita y sueltaaa || rels b,Solita y SueltAAA,Rels B,2024-07-23,2024-07-25,3,49,album,9,False,155789,67.33333333333333,70,2024-07-25,2,False,Album (6-12)
underneath the tree || kelly clarkson,Underneath the Tree,Kelly Clarkson,2024-12-25,2024-12-27,3,22,album,14,False,229640,86.0,86,2024-12-25,0,False,Large Album (13+)
feliz navidad || saiko,Feliz Navidad,Saiko,2024-12-19,2024-12-20,2,36,single,3,False,218282,56.5,58,2024-12-19,0,False,EP (2-5)
"ptazeta: bzrp music sessions, vol. 45 || paul thin & ruslana","Ptazeta: Bzrp Music Sessions, Vol. 45",Paul Thin & RUSLANA,2025-01-18,2025-01-19,2,42,single,1,False,156973,57.0,59,2025-01-18,0,False,Single (1)
shars 2023 || al safir,Shars 2023,Al Safir,2024-11-30,2024-12-01,2,21,single,1,False,163342,41.5,55,2024-11-30,0,False,Single (1)
ferxxo 30 || feid,FERXXO 30,Feid,2024-10-07,2024-10-13,2,32,album,16,False,173760,38.0,76,2024-10-07,0,False,Large Album (13+)
espectacular || sky rompiendo & rauw alejandro,Espectacular,Sky Rompiendo & Rauw Alejandro,2025-04-25,2025-04-27,2,49,single,1,False,185739,74.5,76,2025-04-25,0,False,Single (1)
ayer y hoy || mora,AYER Y HOY,Mora,2024-08-30,2024-08-31,2,23,album,15,True,317016,34.5,69,2024-08-30,0,False,Large Album (13+)
ayer || dellafuente,Ayer,DELLAFUENTE,2025-06-16,2025-06-18,2,37,album,10,False,155700,40.0,50,2025-06-16,0,False,Album (6-12)
birds of a feather || billie eilish,BIRDS OF A FEATHER,Billie Eilish,2025-06-12,2025-06-13,2,49,album,10,False,210373,92.0,92,2025-06-12,0,False,Album (6-12)
un deseo || mora,UN DESEO,Mora,2024-08-30,2024-08-31,2,20,album,15,True,218883,34.5,69,2024-08-30,0,False,Large Album (13+)
spanish teteo || rvfv & rels b & omar montes,SPANISH TETEO,Rvfv & Rels B & Omar Montes,2024-09-10,2024-09-11,2,50,single,1,True,181176,61.0,63,2024-09-10,0,False,Single (1)
se te nota (feat. peso pluma) || myke towers,SE TE NOTA (feat. Peso Pluma),Myke Towers,2025-08-24,2025-08-25,2,27,album,20,True,190106,31.5,63,2025-08-24,0,False,Large Album (13+)
ferxxo edition || feid,FERXXO EDITION,Feid,2024-09-30,2024-10-01,2,43,album,15,False,161746,0.0,0,2024-09-30,0,False,Large Album (13+)
finales de agosto || saiko,FINALES DE AGOSTO,SAIKO,2025-04-28,2025-04-29,2,40,album,16,False,177034,58.5,60,2025-04-28,0,False,Large Album (13+)
ritmo de medallo || feid,RITMO DE MEDALLO,Feid,2024-09-30,2024-10-01,2,37,album,15,False,118693,0.0,0,2024-09-30,0,False,Large Album (13+)
constelación || duki & lia kali,Constelación,Duki & Lia Kali,2025-11-01,2025-11-02,2,29,single,1,False,200631,60.0,62,2025-11-01,0,False,Single (1)
rompeolas || martin urrutia,rompeolas,Martin Urrutia,2025-04-12,2025-04-18,2,39,single,1,False,162519,68.5,69,2025-04-18,6,False,Single (1)
gata only (mashup) || dj agus lima,Gata Only (Mashup),Dj Agus Lima,2025-05-09,2025-05-10,2,5,album,9,False,215400,24.0,48,2025-05-09,0,False,Album (6-12)
conexión || cano & jc reyes,Conexión,Cano & JC Reyes,2025-10-25,2025-10-26,2,40,single,1,False,188160,63.0,63,2025-10-26,1,False,Single (1)
privilegios || feid,PRIVILEGIOS,Feid,2024-09-30,2024-10-01,2,46,album,15,False,185840,0.0,0,2024-09-30,0,False,Large Album (13+)
gangsters y pistolas || feid,GANGSTERS Y PISTOLAS,Feid,2024-09-30,2024-10-01,2,25,album,15,False,170693,0.0,0,2024-09-30,0,False,Large Album (13+)
problemas mentales || jzaeb & eix,Problemas Mentales,JZAEB & Eix,2025-03-20,2025-03-22,2,22,single,1,True,229151,67.5,68,2025-03-22,2,False,Single (1)
la rijana || saiko,LA RIJANA,SAIKO,2025-04-28,2025-04-29,2,41,album,16,False,137172,58.5,60,2025-04-28,0,False,Large Album (13+)
la roja baila - himno oficial de la selección española || sergio ramos & niña pastori & redone,La roja baila - Himno oficial de la selección española,Sergio Ramos & Niña Pastori & RedOne,2025-07-15,2025-07-16,2,9,single,1,False,235384,57.0,58,2025-07-15,0,False,Single (1)
competencia || myke towers,COMPETENCIA,Myke Towers,2025-08-24,2025-08-25,2,19,album,20,True,190826,30.5,61,2025-08-24,0,False,Large Album (13+)
4 prez || cruz cafuné,4 PREZ,Cruz Cafuné,2024-05-28,2024-05-29,2,35,album,23,True,149484,54.5,56,2024-05-28,0,False,Large Album (13+)
mis tías || juanjo bona,Mis Tías,Juanjo Bona,2025-07-21,2025-07-23,2,44,single,1,False,158400,60.0,62,2025-07-21,0,False,Single (1)
caída del cielo <3 || rels b,caída del cielo <3,Rels B,2025-04-28,2025-05-01,2,38,album,13,True,133220,68.5,71,2025-04-28,0,False,Large Album (13+)
marea || mora,MAREA,Mora,2024-08-30,2024-08-31,2,24,album,15,True,148082,34.5,69,2024-08-30,0,False,Large Album (13+)
comuna 3 || jc reyes & the rude boyz,COMUNA 3,JC Reyes & The Rude Boyz,2025-05-16,2025-05-17,2,38,single,1,False,154128,61.0,61,2025-05-17,1,False,Single (1)
cosas pendientes || maluma,Cosas Pendientes,Maluma,2025-11-24,2025-11-27,2,37,single,1,False,184462,68.5,73,2025-11-27,3,True,Single (1)
cosa nuestra || rauw alejandro,Cosa Nuestra,Rauw Alejandro,2025-11-17,2025-11-18,2,16,album,18,True,260454,68.5,70,2025-11-17,0,False,Large Album (13+)
de plastilina || lola indigo & pepe y vizio,DE PLASTILINA,Lola Indigo & Pepe y Vizio,2024-10-21,2024-10-22,2,40,single,1,False,209533,16.0,32,2024-10-21,0,False,Single (1)
cosmeticos || myke towers,COSMETICOS,Myke Towers,2024-11-25,2024-11-29,2,33,album,23,True,141862,35.0,70,2024-11-25,0,False,Large Album (13+)
demo #5: nostalgia - spanglish version || flowgpt,DEMO #5: nostalgIA - Spanglish Version,FlowGPT,2024-11-08,2024-11-09,2,12,single,1,True,220405,42.0,45,2024-11-09,1,False,Single (1)
"milo j: bzrp music sessions, vol. 57 || paul thin","Milo J: Bzrp Music Sessions, Vol. 57",Paul Thin,2025-02-01,2025-02-02,2,39,single,1,False,153024,56.0,56,2025-02-01,0,False,Single (1)
fecha - intro extended || renzo pianciola,Fecha - Intro Extended,Renzo Pianciola,2025-04-19,2025-04-20,2,46,single,1,False,189802,7.5,15,2025-04-20,1,False,Single (1)
50 palos || feid,50 PALOS,Feid,2024-12-02,2024-12-02,1,38,album,10,True,167240,0.0,0,2024-12-02,0,False,Album (6-12)
la vuelta || feid,LA VUELTA,Feid,2024-12-02,2024-12-02,1,48,album,10,False,121920,0.0,0,2024-12-02,0,False,Album (6-12)
latte (feat. maria becerra) || the academy: segunda misión & sech & dalex,LATTE (feat. Maria Becerra),The Academy: Segunda Misión & Sech & Dalex,2025-03-31,2025-03-31,1,43,album,9,True,260534,53.0,53,2025-03-31,0,False,Album (6-12)
mencionar || eladio carrion,Mencionar,Eladio Carrion,2025-01-21,2025-01-21,1,42,album,17,False,141818,66.0,66,2025-01-21,0,False,Large Album (13+)
mi cuarto || tiago pzk & rels b,Mi Cuarto,Tiago PZK & Rels B,2025-10-27,2025-10-27,1,46,single,1,False,131688,58.0,58,2025-10-27,0,False,Single (1)
"1 de enero, puntacana || rels b","1 de Enero, Puntacana",Rels B,2025-04-28,2025-04-28,1,45,album,13,False,95000,65.0,65,2025-04-28,0,False,Large Album (13+)
mejor así || myke towers,MEJOR ASÍ,Myke Towers,2025-08-24,2025-08-24,1,37,album,20,True,219480,0.0,0,2025-08-24,0,False,Large Album (13+)
yankee 150 || yandel & feid & daddy yankee,Yankee 150,Yandel & Feid & Daddy Yankee,2024-06-18,2024-06-18,1,46,single,1,True,242667,68.0,68,2024-06-18,0,False,Single (1)
tu ritmo || eladio carrion,Tu Ritmo,Eladio Carrion,2025-01-21,2025-01-21,1,21,album,17,True,158446,68.0,68,2025-01-21,0,False,Large Album (13+)
timeless (with playboi carti) || the weeknd & playboi carti,Timeless (with Playboi Carti),The Weeknd & Playboi Carti,2025-09-29,2025-09-29,1,50,single,1,True,256000,79.0,79,2025-09-29,0,False,Single (1)
ya es navidad popurrí: ya es navidad- zúmbale a la pandereta - ya vienen los reyes magos - arre borriquito - ya es navidad || raya real,Ya es Navidad Popurrí: Ya es Navidad- Zúmbale a la pandereta - Ya vienen los Reyes Magos - Arre Borriquito - Ya es Navidad,Raya Real,2024-12-25,2024-12-25,1,34,album,9,False,262144,50.0,50,2024-12-25,0,False,Album (6-12)
cangrinaje || cruz cafuné,Cangrinaje,Cruz Cafuné,2024-05-28,2024-05-28,1,48,album,23,True,211765,56.0,56,2024-05-28,0,False,Large Album (13+)
call me maybe || duki,CALL ME MAYBE,Duki,2024-12-10,2024-12-10,1,50,single,1,False,222401,65.0,65,2024-12-10,0,False,Single (1)
m€ntiras || cruz cafuné,m€ntiras,Cruz Cafuné,2025-07-21,2025-07-21,1,43,single,6,True,151841,54.0,54,2025-07-21,0,False,Album (6-12)
mil mujeres || rauw alejandro,Mil Mujeres,Rauw Alejandro,2025-11-17,2025-11-17,1,36,album,18,True,168922,65.0,65,2025-11-17,0,False,Large Album (13+)
amar de nuevo || rauw alejandro,Amar De Nuevo,Rauw Alejandro,2025-11-17,2025-11-17,1,45,album,18,True,268042,64.0,64,2025-11-17,0,False,Large Album (13+)
attitude (feat. charlie wilson & cash cobain) || don toliver,ATTITUDE (FEAT. CHARLIE WILSON & CASH COBAIN),Don Toliver,2025-06-21,2025-06-21,1,46,album,16,True,161053,69.0,69,2025-06-21,0,False,Large Album (13+)
todo lit || eladio carrion,Todo Lit,Eladio Carrion,2025-01-21,2025-01-21,1,23,album,17,True,241951,67.0,67,2025-01-21,0,False,Large Album (13+)
tranquila baby || eladio carrion,Tranquila Baby,Eladio Carrion,2025-01-21,2025-01-21,1,32,album,17,True,128000,67.0,67,2025-01-21,0,False,Large Album (13+)
cruel summer || taylor swift,Cruel Summer,Taylor Swift,2025-06-01,2025-06-01,1,39,album,18,False,178426,94.0,94,2025-06-01,0,False,Large Album (13+)
cómo te atreves || morat,Cómo Te Atreves,Morat,2025-03-02,2025-03-02,1,45,album,12,False,240560,78.0,78,2025-03-02,0,False,Album (6-12)
cine 🚬 || duki,Cine 🚬,Duki,2025-11-03,2025-11-03,1,42,album,15,True,142957,61.0,61,2025-11-03,0,False,Large Album (13+)
obvio || myke towers,OBVIO,Myke Towers,2024-11-25,2024-11-25,1,25,album,23,True,162447,0.0,0,2024-11-25,0,False,Large Album (13+)
committed || rauw alejandro,Committed,Rauw Alejandro,2025-11-17,2025-11-17,1,29,album,18,True,159344,66.0,66,2025-11-17,0,False,Large Album (13+)
luchas mentales || eladio carrion,Luchas Mentales,Eladio Carrion,2025-01-21,2025-01-21,1,43,album,17,False,166835,66.0,66,2025-01-21,0,False,Large Album (13+)
mamasota || manuel turizo & yandel,Mamasota,Manuel Turizo & Yandel,2025-03-15,2025-03-15,1,50,single,1,False,216424,78.0,78,2025-03-15,0,False,Single (1)
mama's boy || eladio carrion,Mama's Boy,Eladio Carrion,2025-01-21,2025-01-21,1,34,album,17,False,222272,66.0,66,2025-01-21,0,False,Large Album (13+)
let it snow! let it snow! let it snow! (with the b. swanson quartet) || frank sinatra,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,2024-12-25,2024-12-25,1,33,album,14,False,155453,91.0,91,2024-12-25,0,False,Large Album (13+)
ma meilleure ennemie (from the series arcane league of legends) || stromae & pomme & arcane,Ma Meilleure Ennemie (from the series Arcane League of Legends),Stromae & Pomme & Arcane,2025-11-27,2025-11-27,1,38,single,1,False,147973,77.0,77,2025-11-27,0,True,Single (1)
like i can (feat. aitana) || sam smith & aitana,Like I Can (feat. Aitana),Sam Smith & Aitana,2025-08-10,2025-08-10,1,42,single,1,False,166707,38.0,38,2025-08-10,0,False,Single (1)
lo que no ves de mí || juanjo bona,Lo que no ves de mí,Juanjo Bona,2025-04-18,2025-04-18,1,38,single,1,False,144000,69.0,69,2025-04-18,0,False,Single (1)
cartera & tacos || myke towers,CARTERA & TACOS,Myke Towers,2024-11-25,2024-11-25,1,47,album,23,True,129932,0.0,0,2024-11-25,0,False,Large Album (13+)
caserio || yandel & saiko,Caserio,Yandel & SAIKO,2025-03-10,2025-03-10,1,41,single,1,True,189524,59.0,59,2025-03-10,0,False,Single (1)
rockstar 2.0 || duki & jhayco,RoCKSTAR 2.0,Duki & Jhayco,2024-06-24,2024-06-24,1,14,single,1,True,173729,71.0,71,2024-06-24,0,False,Single (1)
rapeadita love || rels b,Rapeadita LOVE,Rels B,2025-04-28,2025-04-28,1,44,album,13,True,140439,65.0,65,2025-04-28,0,False,Large Album (13+)
la gata bajo la lluvia || naiara,La Gata Bajo La Lluvia,Naiara,2025-01-25,2025-01-25,1,46,single,1,False,164678,55.0,55,2025-01-25,0,False,Single (1)
pasaporte || rauw alejandro & mr. naisgai,Pasaporte,Rauw Alejandro & Mr. Naisgai,2025-09-29,2025-09-29,1,49,single,1,False,266787,63.0,63,2025-09-29,0,False,Single (1)
oye bb || omar montes & nicky jam,Oye BB,Omar Montes & Nicky Jam,2024-11-11,2024-11-11,1,43,single,1,False,147662,25.0,25,2024-11-11,0,False,Single (1)
pa' la vuelta || eladio carrion & morad,PA' LA VUELTA,Eladio Carrion & Morad,2024-08-06,2024-08-06,1,49,single,1,True,224041,62.0,62,2024-08-06,0,False,Single (1)
pasaporte || rauw alejandro,Pasaporte,Rauw Alejandro,2025-11-17,2025-11-17,1,43,album,18,False,263451,64.0,64,2025-11-17,0,False,Large Album (13+)
otra oportunidad || myke towers,OTRA OPORTUNIDAD,Myke Towers,2025-08-24,2025-08-24,1,25,album,20,True,169026,0.0,0,2025-08-24,0,False,Large Album (13+)
la noia || angelina mango,la noia,Angelina Mango,2025-05-14,2025-05-14,1,47,single,1,False,189124,80.0,80,2025-05-14,0,False,Single (1)
la torre picasso || arde bogotá,La Torre Picasso,Arde Bogotá,2025-09-15,2025-09-15,1,46,single,1,False,484573,50.0,50,2025-09-15,0,False,Single (1)
otro round || myke towers,OTRO ROUND,Myke Towers,2024-11-25,2024-11-25,1,50,album,23,True,134131,0.0,0,2024-11-25,0,False,Large Album (13+)
probemas mentales || jzaeb & eix,Probemas Mentales,JZAEB & Eix,2025-03-07,2025-03-07,1,48,single,1,True,229151,55.0,55,2025-03-07,0,False,Single (1)
rang€ rov€r || cruz cafuné,rang€ rov€r,Cruz Cafuné,2025-07-21,2025-07-21,1,47,single,6,True,117213,53.0,53,2025-07-21,0,False,Album (6-12)
quevedo #49 after hour the mixtape || dj saot st,QUEVEDO #49 AFTER HOUR THE MIXTAPE,DJ Saot ST,2024-06-04,2024-06-04,1,48,album,49,False,120000,20.0,20,2024-06-04,0,False,
quién es dei v? || dei v,Quién es Dei V?,Dei V,2025-06-16,2025-06-16,1,50,album,16,True,162244,13.0,13,2025-06-16,0,False,Large Album (13+)
ritual || myke towers,RITUAL,Myke Towers,2024-11-25,2024-11-25,1,48,album,23,True,154432,0.0,0,2024-11-25,0,False,Large Album (13+)
i can do it with a broken heart || taylor swift,I Can Do It With a Broken Heart,Taylor Swift,2025-04-23,2025-04-23,1,50,album,16,True,218004,82.0,82,2025-04-23,0,False,Large Album (13+)
il capo || rauw alejandro,IL Capo,Rauw Alejandro,2025-11-17,2025-11-17,1,38,album,18,True,249599,65.0,65,2025-11-17,0,False,Large Album (13+)
headshot || anuel aa,Headshot,Anuel AA,2025-09-22,2025-09-22,1,29,single,1,True,409259,61.0,61,2025-09-22,0,False,Single (1)
hardaway || duki,Hardaway,Duki,2025-11-03,2025-11-03,1,35,album,15,True,216432,62.0,62,2025-11-03,0,False,Large Album (13+)
hala madrid ...y nada más || real madrid,Hala Madrid ...y nada más,Real Madrid,2025-06-03,2025-06-03,1,43,single,1,False,177000,60.0,60,2025-06-03,0,False,Single (1)
hablame claro || yandel,HABLAME CLARO,Yandel,2025-10-13,2025-10-13,1,47,album,19,True,154969,45.0,45,2025-10-13,0,False,Large Album (13+)
"flowhot (feat. arcángel, de la ghetto, randy) || the academy: segunda misión & sech & dalex","FLOWHOT (feat. Arcángel, De La Ghetto, Randy)",The Academy: Segunda Misión & Sech & Dalex,2025-03-31,2025-03-31,1,32,album,9,True,233099,53.0,53,2025-03-31,0,False,Album (6-12)
fosforito || dellafuente,Fosforito,DELLAFUENTE,2025-06-16,2025-06-16,1,46,album,10,False,178782,29.0,29,2025-06-16,0,False,Album (6-12)
frío || myke towers,FRÍO,Myke Towers,2025-08-24,2025-08-24,1,36,album,20,True,160373,0.0,0,2025-08-24,0,False,Large Album (13+)
"fé, cojones y paciencia || eladio carrion","Fé, Cojones y Paciencia",Eladio Carrion,2025-01-21,2025-01-21,1,38,album,17,True,190243,66.0,66,2025-01-21,0,False,Large Album (13+)
heavyweight || eladio carrion,Heavyweight,Eladio Carrion,2025-05-04,2025-05-04,1,49,single,5,True,164776,62.0,62,2025-05-04,0,False,EP (2-5)
emrata || myke towers,EMRATA,Myke Towers,2024-11-25,2024-11-25,1,46,album,23,True,225507,0.0,0,2024-11-25,0,False,Large Album (13+)
escriurem || chiara oliver & martin urrutia,Escriurem,Chiara Oliver & Martin Urrutia,2025-01-25,2025-01-25,1,47,single,1,False,189146,56.0,56,2025-01-25,0,False,Single (1)
"si si si si (feat. eladio carrion, bryant myers, dei v) || the academy: segunda misión","SI SI SI SI (feat. Eladio Carrion, Bryant Myers, Dei V)",The Academy: Segunda Misión,2025-03-31,2025-03-31,1,16,album,9,True,241958,42.0,42,2025-03-31,0,False,Album (6-12)
figo || dellafuente & morad,Figo,DELLAFUENTE & Morad,2024-12-02,2024-12-02,1,44,single,6,False,184565,0.0,0,2024-12-02,0,False,Album (6-12)
sexo desenfrenado || myke towers,SEXO DESENFRENADO,Myke Towers,2025-08-24,2025-08-24,1,45,album,20,True,243360,0.0,0,2025-08-24,0,False,Large Album (13+)
el destello || juanjo bona & martin urrutia,El Destello,Juanjo Bona & Martin Urrutia,2025-10-06,2025-10-06,1,36,single,1,False,160684,57.0,57,2025-10-06,0,False,Single (1)
